user,item,rating
-5528989034673668225,8824914888134700900,3
-4660646509498778203,5768577580106630291,2
7242006073082699808,4868748579634836217,4
-4038261441976266266,-8773214082897197441,4
6727441665824986349,-8891896445764966222,5
-6589198419292533797,8620718188123870024,3
-1090535079739001041,-7677398070425976287,4
-2428843393373333995,-8891896445764966222,3
-4402623070911134701,-8247139585383612223,3
6069592636760135012,-2502115470373831919,5
-1185831782132988952,7581063085429821376,3
7538121780163246036,-7721065030743290883,3
-2502115470373831920,-718250316210458887,3
-514233190380933705,-5295964506053749087,5
-4416277389125064856,6471543906031398142,4
-7699471917948535080,7022921775666006807,5
5320515215442044667,4767334922105337987,5
5758830373639583788,4906360715629316713,2
614063289064964818,8133203575701953641,3
-6659199005616431158,-3043050302463614639,2
-5668756053303761259,-5005217299280902867,3
-1939990373881188795,2645030414125797426,4
8598644340601072214,-5841238758652548555,4
785047770346438195,-989121422209502812,5
2094966282594834131,-3529735711297940356,5
4682691687468299161,1011262039836385704,3
-4924639591285803673,-2439912849985626814,3
-6176670028349829826,-8381070616225243523,5
-2524140095767082889,1596928803269654324,3
-7943220265129794685,4570269150757858117,4
-4857654120262407316,4863058797550332056,4
1248292543972804167,-8773214140024172568,4
-6889156898380751758,-2560521382323988432,5
-6869600167555796167,7816311413354753361,2
-2459942916036474895,-1437347941838610170,3
-965883739170835982,1493361135369693607,5
611684489139954443,6919397769566095583,3
-7699471917948774095,5096343648271682350,2
7711842383558137269,-5005217299280902870,3
5544197511806140777,131144984047432906,4
1782716615742689924,-1077773509403875218,3
8620718188123631009,-7208316079208355882,2
-3177920814691185325,-3028189967887656148,5
8733514852828642900,571652645130422298,3
9028773073304025045,-6516687747950589239,4
611684489139954438,6496847278152182576,5
-1437347941838610172,7933975505034789300,2
379108244761680688,-989121422209263802,5
-724812568855632743,-2629847627234223755,1
-3940282816747103288,-62914838815370631,3
-7721065030743051870,773847788535653248,3
-3128141764215084700,-5394118579572594641,5
4632464409877528283,7816311413354514347,3
3685964352509915240,5437550556080035665,5
-4143430197375989524,-5841238758652548560,2
-5528989034673668227,6727441665825225361,4
5587499487011861551,6692522949924844211,3
7544580973852029290,1248292543972804169,5
-4143430197375989525,-5528989034673429215,5
-724812568855393732,-6869600167555557155,2
8954960269613557382,-5668756053303522246,3
-5953001000188812273,-402324520105834534,3
2105643789754364036,-3168897013275173007,4
4270163296526073210,-1116016611268383393,5
-994811147167031841,6201367111184665011,2
9028773073304264056,-2993271251987514017,5
2105643789754364036,-989121422209263799,5
1011262039836385703,-3939243697256677658,4
1774367098613364523,4767334922105337988,4
-6212720627329126740,-7553588132130633264,3
-1135573342093338983,-2688576288716488008,2
-8929990723118556775,9075297551651855996,4
-7757446317299957415,-5295964506053749090,2
1133952308285502010,-62914838815370630,4
379108187634705558,-135090170057077029,3
-8331751657571771954,-626655784218110861,5
-8046792469510078678,-626655784218110861,4
-7669048553296650880,3179571516210817423,5
8824914888134700900,-2942156377678529507,5
-5650595530836005595,-2853504290484157100,5
-1090535079739001045,-3168897013275173009,2
-5352380000044523829,1170017655225738980,5
2312737322975679160,2478291156719621576,3
-1477478877454943845,-7854836365769447467,2
1004442176208696030,4515836102903132173,3
4069669158735385235,7054988530789261027,3
-514233190380933705,1011262039836385701,5
614063289064964826,-8516611225975339010,4
4570269150757858114,-1350267975082394069,3
-9072698947483010169,-2439912792858651685,3
-8331751657572010965,-8733983035830450463,2
5208766242108859512,7681440901126943661,4
6201367111184665015,4177120191250333450,3
-2996015548149760017,5722369999239671246,5
2975671804890914870,1729292698217816272,4
-7599782202372647234,5185644703214473980,4
2975671804891153884,4057646646593482281,3
-8331751657572010964,-575529981710733516,3
-6659199005616431157,-1116016611268144380,3
-2524140095767082897,-1665352843023286063,3
-2931075992867843838,-2551894520850171555,3
-4131920107119878750,8919371399064154333,3
2270909973150106324,7408580380081034083,1
-4038261441976266265,-1313537946416770047,5
-8312194869619841233,-5953001000188812275,4
419675098126842720,-4992524632489978004,2
-6031221691294675180,-6287459957588233903,4
-8733983035830211448,-2310138718806594327,2
-626655784218110860,-4357548670515586455,3
-6876285068809539310,-853120828438268592,3
5758830373639822796,-1213586150089102480,3
-8924174174168484460,4372731514534135262,4
-965883739170835983,5085266887517351704,4
7544580973852029292,5018123014292555559,2
-994811147167270853,8919371399064154333,4
-3976855890377894263,-1178667491315696469,4
-2931075992868082853,-1213586207216077611,3
-99039628204516231,1858733750462313954,3
-8153475490461900292,-6973886555985747292,2
4460873201148135884,2729728180502279200,3
1203218143577255928,4460873201148135888,2
-2629847627233984741,5716680217155167086,4
-8046792469510317693,3412860713683198885,5
-7757446317299957414,5903448092334200975,5
-1090535079739001045,1774367098613364523,5
2312737322975679163,1011262039836385704,4
-1477478934581918977,6199813466528913083,4
-8225114902863864139,4207803512766705184,4
8746888693715128021,-2560521382323988428,3
-4095347033489326791,-7961643017311266313,1
-3381922053511388937,5437550556080035662,5
-6582115026413468145,-6382756717108957930,5
-738288670533750841,6692522949924844210,4
-1800223355250856751,-3840855296606660043,4
-4907433170738507938,-4494230438381902912,5
4107873924184253149,4515836102903132177,3
-6789022459560457967,7928285780077260272,4
-7403229425777713735,2869495199132611239,4
-6889156898380751757,6919397769566095586,3
3357743946517372767,-8487717571951587652,3
-4548519749334431837,-5841238758652548559,4
-2993271251987514012,8882889287486123234,5
4069669158735385234,-4614563274207358473,5
1203218143577255921,-8516611225975339010,5
-8487717571951826664,4863058797550571071,1
3412860713682959874,-1066693124593189552,4
7658187031266173856,5587499487011861550,4
-3214650786230312237,1004442176208696033,3
-6754286386152942056,-5953001000189051287,1
6095424006953290178,-4924639591285803671,4
-2323793037020524479,4961473136043872646,2
-3278298687515282733,2645030414125797428,3
-6287459957588233904,7581063085429821376,3
-2524140095767082897,2478291156719621580,5
-3177920814691185324,-9136168632232646637,3
-1128888440839595842,-7507063653782802314,4
-3284201157253283298,-7812268582653546975,3
-5841238758652548554,4372731514534135259,3
-1739922785481203531,-4502930445018454618,2
-4166838823020020891,-1263758895940669424,5
-6789022459560696976,-6479075554829372620,2
-7142974055783065659,-2551894520850171551,5
-1350267975082394067,7917205395266335601,2
-8615870659908769141,-6629170804965883178,5
-1213848287967379306,1944692240218994275,3
-7553588132130633270,-8891896445764966222,4
-514233190380933705,-2502115470373831919,4
1708927803206577467,878898144888462767,4
-696138514049334139,-738288670533989855,5
8094643633483070663,3723116618737207258,3
5734840796749180847,8443279892780398842,4
-1066693124593189555,-8487717571951587655,3
7928285780077021262,8064196277676831258,4
5455545424611529365,6836916578250993619,4
3531572091952921932,-2942156377678529507,3
5085266887517112690,7581063085429821376,5
-7059791305893591157,-7115272973932855134,3
3357743946517611777,-3278298687515043722,4
-4357548670515586457,8919371399064154334,4
-7699471917948535080,-4671668733725613103,5
-8487717571951587655,5018123014292555558,4
5847459515283482980,1248292543972804166,2
5981972705322407181,-1116016611268383390,4
-5042303682966078628,-3128141764215084700,1
4207803512766705178,2651453291755214004,4
514114893192260222,-8516611225975578026,5
-1739922785480964523,1203218143577255927,4
-1557361508303709197,7061088088294858837,4
2478446157339858124,2193263778318827988,5
-2017353418765151554,12428941,1
3184759229853312797,-8046792469510317688,2
-4551485082556622572,-1066693124593189552,4
7846355573597061466,8443279892780159832,3
-6382756717108957934,-62914838815131622,1
4570269150758097127,-626655784218110861,4
-7507063653782563305,-575529981710733515,5
-8924174174168484460,6862747948444387802,3
-3214650786230312239,6343057429913428267,1
-3482485130507858491,-4907433170738507936,3
4591366809741423600,-985484666259694420,3
-6604911951495700741,4868748579634836219,5
-1444707770148050579,8335221620051285102,2
-4416614570328812873,-4692913320533845123,4
6893017087715293175,6199813466528674073,5
-4166838823020259899,-7721065030743051871,4
7218597504565404566,8335221620051046092,3
-8446497837561625333,-6516687747950589234,2
-5403463565136282153,6882505882567209851,2
2594857668274708511,-7403229425777713739,4
6141629614806051244,-5763018067546446639,4
-6287460014715209035,4863058797550571071,4
2847840556423960521,8064196277676831258,5
-6031221691294914194,5185644703214473983,5
6644907187237881895,-5246185455577648466,3
-5797936783446827790,-7812268582653546973,3
6004260836445075416,4767334922105337987,5
5587499487011861550,-5841238758652548560,2
614063289064964820,-8153475490461900292,4
-6589198419292533798,7164390205029370753,3
-3284201157253283303,6620648333767699457,4
8925470956569513122,-8046792469510317692,5
5673738911888113721,2869495199132372228,3
-6078837453981876508,8892270468217757169,4
2312737322975679164,-575529981710733509,5
6496847278152182576,5854144473664201247,5
-5797936783446827790,476813976912383755,5
2478291156719860589,4207803512766944192,5
8824914888134939912,1493361078242718478,5
-6876285068809539306,1493361078242718474,2
-5650595530836005595,-2551894520850171556,4
1248292543972804166,2193263778318827988,5
-459410168745631180,-7025476862100832689,2
-7699471917948774095,1356501150967804104,3
-5148584025527937593,8335221620051285101,3
-6031221691294914192,-1263758895940430411,2
-8753539766655645060,-8515941071326317110,5
-6582115026413707160,-2439912792858651681,4
-8773214082897197441,-3128141764215084700,4
-2853504290484157100,8064196277676831258,5
8757399955990186483,-6516687747950589235,5
3723116618737207254,571652645130422296,3
6496847278152421589,-7403229425777713736,2
-7395674722196117510,-5743584042457035464,3
-1128888440839595842,-459410168745631176,4
-8788945937585446749,2651453291754974995,2
1047873563761537648,-5663066328345993215,4
4459240536549362795,5711039828168229205,5
4733878067407265526,-1066693124593189552,5
4372731514534135265,-2993271251987514014,4
7928285780077021259,6770743583904210010,5
1004442176208696032,-5841238758652548556,3
-2310138718806594324,-8515941071326317106,3
-8247139585383612219,2975671804891153884,2
2243491055909598855,6692522949924844210,5
785047770346438197,-5005217299280902870,4
4515836102902893165,7681440901126704647,4
6919397769566095583,4961473136044111656,4
1011262039836385703,-8516611225975578022,4
-1178667491315696462,3321261834939819690,4
2975671804890914870,2193263778318827990,5
-8453581287566949076,-5352380000044523827,2
2461262096290204875,-6031221691294914193,4
4607161037756743851,6919397769565856572,3
-5959729901763981079,-7507063653782802317,3
-6889156898380751757,372424574463496975,4
8425250227101784390,-626655784218110861,4
-1342608422354109272,-8274893953340203776,4
8270166335814817085,-7677398070425976285,5
5018123014292316545,-2502115470373831919,4
-6659199005616431158,8954960269613557389,4
4733878067407265526,-6287460014715209035,5
-3617355642735668189,-5005217299280902867,3
-8381070616225243526,8535568735924579631,4
1774367098613364517,1248292543972804168,4
-5959729901763981074,1708927803206338452,3
6379668953838341200,4767334922105337989,5
6141629614806290260,6199813466528913083,5
1203218143577255928,-8225114902863864138,3
-6390158865545861806,-1350267975082394066,4
-661164724697637378,8133203575701953642,2
-3487997131769630527,-9024730242603296685,3
848587175921496529,4207803512766705184,5
-8523581873891085451,4733878067407265529,3
8635255864525985154,-8247139585383612220,4
8620718188123631012,-5841238758652548560,4
8591824534099879653,-2131836876152918134,4
-90015769661289773,-626655784218110868,3
-236730469274187865,-6287459957588233900,4
4898806069174695613,-6629170804965883176,4
-2601655632618178472,6919397769565856570,5
-3664606223525511047,6836916578251232629,2
7652370482316101535,-4857654120262407317,4
-7154395131780292452,-8312194869620080246,3
5018123014292555558,3723116618737207255,1
2726983941466769315,1248292543972804165,4
8733514852828642903,2405780428251179905,3
-4143430197376228537,8892270468217996181,4
4107873924184253153,-4907433170738507936,5
-4324348182164069511,-4857654120262168301,3
-1618102319359940319,-7854836365769447466,4
4270163296526073210,-3939243697256677657,3
4105075329664947915,-7627400935821339943,3
-3214650786230312237,-3168896956148197880,5
-3694971510788758230,8954960269613557383,1
-5403463565136282156,3456132347167151367,5
-659757284619164720,8556905818199737517,4
427034926436044123,1596928803269893337,5
-6516687747950589235,-3740045911184306474,4
4476605055835907171,9194008929921818049,4
372424574463496971,-694365213048915312,3
8925470956569513129,8757399955990186483,5
8094643633483309676,-6516687747950589239,3
8925470956569513128,2645030414125797430,1
-5005217299281141879,-2131836876152679125,3
5758830373639822798,372424574463496975,5
-1868682919867933510,6692522949924844210,4
-8046792469510078678,-1116016611268383392,3
5437550556079796650,-5841238758652548556,4
-6754286386152942056,2651453291755214005,5
-204356005349069953,2729728180502279200,4
-1350267975082394067,5758830373639822799,2
1133952308285262994,7917205395266574611,2
-1178667491315696466,-3840855296606899057,1
-718250316210697901,-5953001000188812276,3
-6754286386153181071,-1313537946416531035,2
-7662319651721482076,4898806069174695609,2
-6789692614209718880,7218597504565404567,2
3034400523500393269,-6869600167555557159,1
-236730469274426879,3989761605389546958,2
-459410168745631180,-8733983035830211448,4
3159889854996330024,8882889287486123231,4
-1939990316754213665,7538121780163007022,4
4107873924184253146,-8515941071326317109,5
1133952308285263000,131144984047432906,5
